filename,width,height,class,xmin,ymin,xmax,ymax
knife_676_box1_jpg.rf.0850acb4103232820f8e2a2a7e580eb5.jpg,460,460,knife,21,57,336,255
-596_jpg.rf.085734351c2d66f1f525166dae5f58ab.jpg,460,460,knife,21,89,336,268
knife_317_jpg.rf.082e1b64f858887a1b6595855703eddf.jpg,460,460,knife,9,129,342,346
knife_1229_box1_jpg.rf.082657767f8cd55ab3aa1c4ff59c0c60.jpg,460,460,knife,34,137,259,231
armas--554--jpg_jpg.rf.08654f9778daf16cc108e758da7dfe51.jpg,460,460,gun,10,14,345,338
armas--1075--jpg_jpg.rf.085e55d84499984bd67618ae17a93045.jpg,460,460,gun,12,125,357,307
-355_jpg.rf.089c3af5e40087c378005b2e3daeeb8a.jpg,460,460,knife,39,57,321,303
pistol_4024_box1_jpg.rf.080f65232d3b46bf04a2e064727da1da.jpg,460,460,gun,2,0,358,352
knife_631_jpg.rf.085c0a518a9bc1ae6b0558ad255237b4.jpg,460,460,knife,204,115,214,234
120px-Pythonelite_jpg.rf.086d8303bcbcf110365ef658bc677400.jpg,460,460,gun,10,11,357,347
120px-Magnum_pi_cgm_jpg.rf.08540b35f07b11797aba689845ae8c60.jpg,460,460,gun,0,0,357,356
knife_525_jpg.rf.08b3bae259c02294a0cfbd1d74aa8127.jpg,460,460,knife,192,168,336,226
KravMagaKnifeDefenseTechniques288_jpg.rf.089aa0560824b1e1f8907cf374417988.jpg,460,460,knife,226,180,264,219
120px-Ruger_P345_stainless_jpg.rf.08695f22002364db84bddac67cdb9052.jpg,460,460,gun,0,0,357,356
armas--139--jpg_jpg.rf.08d8ab7478c7e30586be53f05691eccb.jpg,460,460,gun,39,74,82,138
knife_186_jpg.rf.08f8d79e793804a120ee321948807de7.jpg,460,460,knife,128,22,228,227
armas--124--jpg_jpg.rf.08ae6c0195a0fa7e8b748f654286fe85.jpg,460,460,gun,58,54,264,209
pistol_0347_box1_jpg.rf.08c1333e14e5cf8ed5042e99673a2569.jpg,460,460,knife,16,4,339,345
120px-Kahr_9_jpg.rf.08e50973571c1aecacf7df3bd43e04f9.jpg,460,460,gun,24,7,329,321
pistol_2409_box1_jpg.rf.088188cbc0f10e2dbae60bd4c5e9c99a.jpg,460,460,gun,2,0,357,356
knife_643_box1_jpg.rf.083d6979f4625594f44a8aa2a35a51d3.jpg,460,460,knife,23,36,183,183
DefenseKnifeAttack1246_box1_jpg.rf.08f0313ad1d1a3f3e2faab1ba2928ee1.jpg,460,460,knife,173,152,352,331
pistol_1581_box1_jpg.rf.08f7d32624112735d91a34902f0f7bf2.jpg,460,460,gun,0,0,359,358
KravMagaTraining20615_box1_jpg.rf.08cdf29829b76cbc5a0ed1420ecc0ee6.jpg,460,460,knife,142,77,335,179
armas--1203--jpg_jpg.rf.0904ea74a7202fb26a109dc11f9459b8.jpg,460,460,gun,108,44,189,148
armas--1203--jpg_jpg.rf.0904ea74a7202fb26a109dc11f9459b8.jpg,460,460,gun,173,43,291,178
armas--1203--jpg_jpg.rf.0904ea74a7202fb26a109dc11f9459b8.jpg,460,460,gun,220,145,308,325
armas--1203--jpg_jpg.rf.0904ea74a7202fb26a109dc11f9459b8.jpg,460,460,gun,93,176,152,332
armas--1203--jpg_jpg.rf.0904ea74a7202fb26a109dc11f9459b8.jpg,460,460,gun,146,181,219,344
armas--2594--jpg_jpg.rf.092395205728dbe2f78f41f243be4596.jpg,460,460,gun,5,0,356,350
195px-ColtPony---copia_jpg.rf.0921c1aaf16d925ee76f5884974d5205.jpg,460,460,gun,2,0,357,356
armas--2077--jpg_jpg.rf.09045ee76ddf5831cbccf76134c4d189.jpg,460,460,gun,15,43,317,210
120px-Ng_pistol_PPK_SN_jpg.rf.094c3c66668cbbe94c5639e8ce99a5b5.jpg,460,460,gun,9,58,350,327
KravMagaTraining4045_box1_jpg.rf.095f02ab6e6e2e6ca3954a2f1b27a793.jpg,460,460,knife,119,96,299,313
pistol_0856_box1_jpg.rf.0979dbf20251de5dcafdb2664dba2e3b.jpg,460,460,gun,0,0,234,339
image_0057_jpg.rf.095521238ea5a6be5cae855c89655df1.jpg,460,460,gun,19,25,346,352
knife_1218_box1_jpg.rf.09355e3c3ad36252cbf47c6baf0fc5eb.jpg,460,460,knife,151,27,323,228
armas--2834--jpg_jpg.rf.093fa53d0bbd5238ff4453aedea0a577.jpg,460,460,gun,45,118,255,259
pistol_0777_box1_jpg.rf.09649bdc5fecbc610119a7f0c3ef6659.jpg,460,460,gun,1,0,359,357
armas--2460--jpg_jpg.rf.09c95fab1055eeb67c7a8d1c91850497.jpg,460,460,gun,10,16,357,332
armas--1830--jpg_jpg.rf.099e57ff24c86430ce0810f7db8cf45c.jpg,460,460,gun,17,50,353,326
HBmframe00205_box1_jpg.rf.09408004a08a4b80e02376732552663c.jpg,460,460,knife,158,45,336,236
armas--734--jpg_jpg.rf.09c882c14b0d8ee12a8e090e380e54a7.jpg,460,460,gun,270,113,338,183
knife_1110_jpg.rf.09d2ed7a40ed18a6f93c164040fdfdc4.jpg,460,460,knife,126,171,154,318
pistol_1559_box1_jpg.rf.09833869f34e483fb48b9c214f37cf8f.jpg,460,460,gun,4,0,359,349
knife_239_jpg.rf.09ee3c5c6371badb47e9b523826e64ff.jpg,460,460,knife,39,21,332,305
-415_jpg.rf.09c382de189759d5acbe75290163ab62.jpg,460,460,knife,4,93,353,238
pistola128_box1_jpg.rf.09709a4dbb0c11e409ff41820d3e6a21.jpg,460,460,gun,3,13,359,352
armas--2318--jpg_jpg.rf.099a4a3ea05b4a3c222b83b1af497302.jpg,460,460,gun,1,3,350,360
knife_1161_box1_jpg.rf.098f38a54f0b7e9987af0b41f4777a0a.jpg,460,460,knife,18,30,202,221
KravMagaTraining751_jpg.rf.09ad90ae7a5704b06bcdfc5f0d9be6f4.jpg,460,460,knife,262,139,284,230
pistola184_box1_jpg.rf.0a0d7d9eb1c8872721b57fab4bce6efa.jpg,460,460,gun,0,3,357,356
armas--987--jpg_jpg.rf.0a0044c086855225670b45f0fd034a98.jpg,460,460,gun,99,113,133,141
KravMagaTraining20046_jpg.rf.0a118d5188fc95b36b431e3a3010a2aa.jpg,460,460,knife,41,295,69,347
KravMagaTraining20046_jpg.rf.0a118d5188fc95b36b431e3a3010a2aa.jpg,460,460,knife,49,313,70,342
HBsframe00100_jpg.rf.0973d05794708d3353d5309c834ff5e0.jpg,460,460,knife,241,205,260,238
pistol_1936_box1_jpg.rf.0a08c0000cf3039c452e73e5f57f609a.jpg,460,460,gun,22,0,359,359
001_0071_jpg.rf.0a2868d2cda9b0b57d7a172dae940e75.jpg,460,460,gun,12,125,349,264
armas--785--jpg_jpg.rf.0a37b6fb7f8f34a6e14a279b88a97e88.jpg,460,460,gun,12,23,351,349
120px-S-WModel29NickelNewModel_jpg.rf.0a5a24e3aaff6d8ffcf1c2ff4603c852.jpg,460,460,gun,0,3,360,356
001_0046_jpg.rf.0a38b2dd502c1bd58e77fc797fbee625.jpg,460,460,gun,12,72,349,234
pistol_2754_box1_jpg.rf.0a569ed149eb1676a7a3cb804a350ee9.jpg,460,460,gun,6,7,352,350
MBmframe00157_box1_jpg.rf.0a362a43b60016d8a5f34225a80a924b.jpg,460,460,knife,25,21,234,244
pistol_1192_box2_jpg.rf.0a6d379c579f391db10b7a4f8f04e56f.jpg,460,460,gun,5,4,354,356
knife_566_jpg.rf.0a3439964b0e726731c14e3ce3e3e0f9.jpg,460,460,knife,108,14,281,301
armas--1793--jpg_jpg.rf.0a7fcb006444ae1f7bf16771a1212519.jpg,460,460,gun,95,12,313,354
pistol_1890_box1_jpg.rf.0a67b7332c0f5df576e87d872bdb9908.jpg,460,460,gun,4,6,358,358
pistol_9013_box1_jpg.rf.0a4f8856afa055e8743f2dbca6908ded.jpg,460,460,gun,2,1,354,344
